"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"org.apache.derby.impl.sql.conn.GenericStatementContext.clearInUse() GenericStatementContext.java","421","< 0.1","421","186248"
"org.apache.derby.impl.store.raw.data.BasePage.getRecordHandleAtSlot(int) BasePage.java","2139","< 0.1","1294","186237"
"org.apache.derby.impl.sql.conn.GenericStatementContext.getSubqueryTrackingArray() GenericStatementContext.java","1288","< 0.1","869","186222"
"org.apache.derby.impl.sql.conn.GenericStatementContext.setTopResultSet(ResultSet, NoPutResultSet[]) GenericStatementContext.java","1282","< 0.1","853","186222"
"org.apache.derby.impl.drda.DRDAStatement.getResultSet() DRDAStatement.java","420","< 0.1","420","186167"
"org.apache.derby.impl.jdbc.ConnectionChild.getLanguageConnectionContext(EmbedConnection) ConnectionChild.java","426","< 0.1","424","186167"
"org.apache.derby.impl.drda.DRDAResultSet.getQryprctyp() DRDAResultSet.java","424","< 0.1","422","186166"
"org.apache.derby.impl.drda.DRDAStatement.getQryprctyp() DRDAStatement.java","1281","< 0.1","856","186166"
"org.apache.derby.impl.sql.execute.NoPutResultSetImpl.setCurrentRow(ExecRow) NoPutResultSetImpl.java","435","< 0.1","435","186137"
"org.apache.derby.impl.drda.DRDAConnThread.writeFDODTA(DRDAStatement) DRDAConnThread.java","264218","1","14177","186110"
"org.apache.derby.impl.drda.DRDAStatement.getExtDtaObjects() DRDAStatement.java","429","< 0.1","429","186110"
"org.apache.derby.iapi.types.SQLInteger.readExternal(ObjectInput) SQLInteger.java","1274","< 0.1","853","186104"
"org.apache.derby.impl.sql.execute.BasicNoPutResultSetImpl.attachStatementContext() BasicNoPutResultSetImpl.java","3894","< 0.1","1323","186083"
"org.apache.derby.impl.jdbc.EmbedResultSet.getWarnings() EmbedResultSet.java","1277","< 0.1","853","186081"
"org.apache.derby.impl.drda.DRDAStatement.getNumRsCols() DRDAStatement.java","1276","< 0.1","848","186055"
"org.apache.derby.impl.drda.DRDAStatement.getRsDRDATypes() DRDAStatement.java","427","< 0.1","427","186055"
"org.apache.derby.impl.jdbc.EmbedResultSet.checkExecIfClosed(String) EmbedResultSet.java","2999","< 0.1","1299","186055"
"org.apache.derby.impl.jdbc.EmbedResultSet.getParameterValueSet() EmbedResultSet.java","431","< 0.1","431","186055"
"org.apache.derby.impl.jdbc.EmbedResultSet.getSQLText() EmbedResultSet.java","427","< 0.1","427","186055"
"org.apache.derby.impl.jdbc.EmbedResultSet.movePosition(int, int, String) EmbedResultSet.java","87330","0.4","5744","186055"
"org.apache.derby.impl.jdbc.EmbedResultSet.next() EmbedResultSet.java","88194","0.4","864","186055"
"org.apache.derby.impl.sql.execute.BasicNoPutResultSetImpl.getNextRow() BasicNoPutResultSetImpl.java","57980","0.3","1735","186055"
"org.apache.derby.iapi.util.InterruptStatus.throwIf(LanguageConnectionContext) InterruptStatus.java","429","< 0.1","429","186054"
"org.apache.derby.impl.sql.execute.BasicNoPutResultSetImpl.checkCancellationFlag() BasicNoPutResultSetImpl.java","8191","< 0.1","1739","186054"
"org.apache.derby.impl.sql.execute.BulkTableScanResultSet.getNextRowCore() BulkTableScanResultSet.java","51072","0.2","3529","186054"
"org.apache.derby.impl.jdbc.EmbedResultSet.clearWarnings() EmbedResultSet.java","1274","< 0.1","853","186025"
"org.apache.derby.impl.jdbc.EmbedResultSet.getColumnType(int) EmbedResultSet.java","3016","< 0.1","1306","186025"
"org.apache.derby.impl.jdbc.EmbedResultSet.getInt(int) EmbedResultSet.java","3840","< 0.1","1286","186025"
"org.apache.derby.impl.jdbc.EmbedResultSet.getString(int) EmbedResultSet.java","17235","< 0.1","2616","186025"
"org.apache.derby.impl.jdbc.EmbedResultSet.rowUpdated() EmbedResultSet.java","3852","< 0.1","2164","186025"
"org.apache.derby.impl.sql.execute.BasicNoPutResultSetImpl.setCompactRow(ExecRow, ExecRow) BasicNoPutResultSetImpl.java","1286","< 0.1","855","186025"
"org.apache.derby.impl.sql.execute.BasicNoPutResultSetImpl.setCompatRow(ExecRow, DataValueDescriptor[]) BasicNoPutResultSetImpl.java","431","< 0.1","431","186025"
"org.apache.derby.impl.sql.execute.NoPutResultSetImpl.skipRow(ExecRow) NoPutResultSetImpl.java","422","< 0.1","422","186025"
"org.apache.derby.impl.store.raw.xact.RowLocking2nohold.lockRecordForRead(Transaction, ContainerHandle, RecordHandle, boolean, boolean) RowLocking2nohold.java","6425","< 0.1","856","186023"
"java.lang.ref.ReferenceQueue.poll() ReferenceQueue.java","281","< 0.1","273","120493"
"java.util.WeakHashMap.expungeStaleEntries() WeakHashMap.java","801","< 0.1","537","116892"
"java.util.WeakHashMap.getTable() WeakHashMap.java","1351","< 0.1","550","116808"
"java.util.WeakHashMap.hash(Object) WeakHashMap.java","264","< 0.1","264","116808"
"java.lang.ref.Reference.<init>(Object, ReferenceQueue) Reference.java","223","< 0.1","223","97536"
"java.lang.ref.WeakReference.<init>(Object, ReferenceQueue) WeakReference.java","685","< 0.1","463","96970"
"java.util.WeakHashMap.put(Object, Object) WeakHashMap.java","3949","< 0.1","1462","95912"
"java.util.WeakHashMap$Entry.<init>(Object, Object, ReferenceQueue, int, WeakHashMap$Entry) WeakHashMap.java","1165","< 0.1","488","95857"
"java.util.WeakHashMap$HashIterator.hasNext() WeakHashMap.java","220","< 0.1","220","95830"
"java.util.WeakHashMap$Entry.getKey() WeakHashMap.java","215","< 0.1","215","95802"
"java.util.WeakHashMap$EntryIterator.next() WeakHashMap.java","1105","< 0.1","452","95802"
"java.util.WeakHashMap$EntryIterator.next() WeakHashMap.java","653","< 0.1","436","95802"
"java.util.WeakHashMap$HashIterator.nextEntry() WeakHashMap.java","217","< 0.1","217","95802"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.compareAndSetState(int, int) AbstractQueuedSynchronizer.java","129","< 0.1","129","56594"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.release(int) AbstractQueuedSynchronizer.java","662","< 0.1","401","56558"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.signalNext(AbstractQueuedSynchronizer$Node) AbstractQueuedSynchronizer.java","131","< 0.1","131","56558"
"java.util.concurrent.locks.ReentrantLock$Sync.tryRelease(int) ReentrantLock.java","129","< 0.1","129","56558"
"java.util.concurrent.locks.ReentrantLock.lock() ReentrantLock.java","927","< 0.1","263","56557"
"java.util.concurrent.locks.ReentrantLock.unlock() ReentrantLock.java","927","< 0.1","265","56557"
"java.util.concurrent.locks.ReentrantLock$NonfairSync.initialTryLock() ReentrantLock.java","397","< 0.1","267","56557"
"java.util.concurrent.locks.ReentrantLock$Sync.lock() ReentrantLock.java","663","< 0.1","264","56557"
"org.apache.derby.impl.services.cache.CacheEntry.lock() CacheEntry.java","1070","< 0.1","238","51001"
"org.apache.derby.impl.services.cache.CacheEntry.unlock() CacheEntry.java","1069","< 0.1","237","51001"
"org.apache.derby.iapi.services.io.DynamicByteArrayOutputStream.write(int) DynamicByteArrayOutputStream.java","88","< 0.1","88","37891"
"org.apache.derby.iapi.store.raw.ContainerKey.equals(Object) ContainerKey.java","79","< 0.1","79","34726"
"java.nio.HeapByteBuffer.putShort(short) HeapByteBuffer.java","583","< 0.1","260","27657"
"org.apache.derby.impl.sql.compile.SQLParser.jj_scan_token(int) SQLParser.java","65","< 0.1","65","27648"
"java.io.DataOutputStream.writeByte(int) DataOutputStream.java","180","< 0.1","120","25048"
"java.io.DataOutputStream.write(int) DataOutputStream.java","231","< 0.1","113","24347"
"org.apache.derby.impl.drda.DDMWriter.writeNetworkShort(int) DDMWriter.java","733","< 0.1","169","24176"
"org.apache.derby.impl.drda.DDMWriter.writeShort(int) DDMWriter.java","812","< 0.1","107","23237"
